hash,msg,author,lines_added,lines_deleted,files_modified,is_merge,author_experience,commit_day,commit_hour,subsystems_modified,total_complexity,ddm_unit_size,ddm_unit_count,ddm_unit_interfacing,is_bug
df3471a1b4ca9cb0915c3dcf51b21f2627334709,"SOLR-7125: Add note to javadocs

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1660925 13f79535-47bb-0310-9956-ffa450edef68",Alan Woodward,5,0,1,False,80,3,16,1,197,,,,0
d3e7357d288c86b82574dc3857b87138d88cd3cb,"LUCENE-6256: Change PostingsEnum.nextPosition() to consistently return -1 when positions are not available

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1661061 13f79535-47bb-0310-9956-ffa450edef68",Ryan Ernst,8,11,8,False,72,4,5,6,1200,0.0,0.0,0.0,0
8706a76fe0a3b9b7309fe0518b8594d08dd73830,"LUCENE-6264: Add SuppressFileSystems annotation

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1661124 13f79535-47bb-0310-9956-ffa450edef68",Robert Muir,125,89,5,False,3258,4,14,2,872,0.0,0.0,0.0,0
fd8c4b31201afcddb13e442bf565f1611db8a85b,"LUCENE-6260: Simplify ExactPhraseScorer.


git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1661144 13f79535-47bb-0310-9956-ffa450edef68",Adrien Grand,59,138,1,False,373,4,15,1,31,1.0,1.0,0.045454545454545456,0
bd89330adf56f9313a9c1dfeee53811f6129b81d,"LUCENE-6268: Replace FieldValueFilter and DocValuesRangeFilter with equivalent queries that support approximations.


git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1661156 13f79535-47bb-0310-9956-ffa450edef68",Adrien Grand,1203,1624,25,False,374,4,16,10,885,1.0,0.0,1.0,0
8607f7650357aeee329ab4f243f0adad7b2ebd5d,"LUCENE-6266: Remove unnecessary Directory parameters from SIS/SIPC/SI

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1661172 13f79535-47bb-0310-9956-ffa450edef68",Robert Muir,67,33,12,False,3259,4,18,5,1854,1.0,1.0,1.0,0
e168bfa2f59dc8ef6fa42fbf9a22dfdf6230d6f6,"LUCENE-6266: remove deprecations

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1661177 13f79535-47bb-0310-9956-ffa450edef68",Robert Muir,0,38,3,False,3260,4,18,1,190,0.0,0.0,0.0,0
7c36d012f6b7eaffb6b6bb60d1b9894831e1d6a2,"LUCENE-6265: add extrasfs to return bonus files/subdirs with directories

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1661251 13f79535-47bb-0310-9956-ffa450edef68",Robert Muir,224,78,19,False,3261,5,0,9,2470,0.7857142857142857,0.9,0.8428571428571429,0
2ef79962a7cfb7c9c7a4fd1d23d71679d64350ec,"LUCENE-6265: fix test bug

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1661286 13f79535-47bb-0310-9956-ffa450edef68",Robert Muir,4,2,1,False,3262,5,5,1,25,0.0,0.0,1.0,0
d21afb8ef3d902953cf0e6a7956606aa3e415c71,"Some minor tools version upgrades (Clover, Groovy, Svnkit)

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1661314 13f79535-47bb-0310-9956-ffa450edef68",Uwe Schindler,3,3,2,False,1541,5,9,2,0,,,,0
27eed40337bfb8387f03fa9b46e6ed3e0b7b668c,"LUCENE-6274: (tests-only). check approximations in equivalence tests

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1661362 13f79535-47bb-0310-9956-ffa450edef68",Robert Muir,46,9,1,False,3263,5,13,1,27,0.0,0.5,0.0,0
3dc3e578478c8f85e3e596595d53ad783ef257ae,"LUCENE-6269: Remove BooleanFilter.


git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1661366 13f79535-47bb-0310-9956-ffa450edef68",Adrien Grand,56,1061,18,False,375,5,14,12,461,0.26490066225165565,0.16556291390728478,0.041390728476821195,0
487e9849e0dc035c71203ac5f32ebc177216d2c9,"LUCENE-6262: Don't wrap the inner weight in ConstantScoreQuery when scores are not required.


git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1661367 13f79535-47bb-0310-9956-ffa450edef68",Adrien Grand,13,5,3,False,376,5,14,3,57,1.0,1.0,1.0,0
23efc58208658a775003b1c5e14faa3a91045ed3,"LUCENE-6263: MultiCollector automatically caches scores when several collectors need them.


git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1661369 13f79535-47bb-0310-9956-ffa450edef68",Adrien Grand,85,4,3,False,377,5,14,3,36,0.2,1.0,1.0,0
7a471df801da93cbfae21d8880cd3358a19960ad,"make SearchEquivalenceTestBase nastier: run N filters for each query with different methods, run needsScore=true/false each time

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1661374 13f79535-47bb-0310-9956-ffa450edef68",Robert Muir,49,67,1,False,3264,5,14,1,24,1.0,1.0,1.0,0
299c492dd31a00a04ee8895019b23020670bb3a2,"LUCENE-6272: Scorer extends DocIdSetIterator directly

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1661376 13f79535-47bb-0310-9956-ffa450edef68",Alan Woodward,43,973,47,False,81,5,15,18,2265,0.14571948998178508,0.029143897996357013,0.0,0
c1f1d4dfef313a75374ef5782f494ab819a7de86,"LUCENE-6274: SloppyPhrase approximations

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1661377 13f79535-47bb-0310-9956-ffa450edef68",Robert Muir,45,0,1,False,3265,5,15,1,119,0.0,1.0,1.0,0
bed131f1808d40a4f7f79303f73e1c93aa750895,"LUCENE-6270: Replace TermsFilter with TermsQuery.


git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1661395 13f79535-47bb-0310-9956-ffa450edef68",Adrien Grand,472,625,14,False,378,5,16,10,313,1.0,0.0,0.0,0
163c0bc0b72019d00df12e16038684416428a656,"LUCENE-6270: Fix merge issues with LUCENE-6272.


git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1661396 13f79535-47bb-0310-9956-ffa450edef68",Adrien Grand,0,20,1,False,379,5,16,1,57,1.0,1.0,0.0,0
6c8dc4e115d5f133b248eaa8a1f0af24963bb49e,"Add a comment to the schema.xml file(s) warning against applying analysis chains to the <uniqueKey> field.

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1661427 13f79535-47bb-0310-9956-ffa450edef68",Erick Erickson,10,0,2,False,183,5,18,2,0,,,,0
bf83ae2a449dbb5a19dc88ea15f1897f294fce99,"LUCENE-6270: Fix test bug.


git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1661462 13f79535-47bb-0310-9956-ffa450edef68",Adrien Grand,6,1,1,False,380,6,8,1,37,0.0,0.0,1.0,0
1fdf68d48268cb6d32c1acab4158379131258632,"SOLR-7125: Don't upload dotfiles

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1661506 13f79535-47bb-0310-9956-ffa450edef68",Alan Woodward,14,0,2,False,82,6,18,2,23,0.0,1.0,1.0,0
ba9d77a445d28c48334c3e02bdedebb823f6199c,"SOLR-7135: Allow the server build.xml 'sync-hack' target to by skipped by specifying a system property.

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1661527 13f79535-47bb-0310-9956-ffa450edef68",Mark Robert Miller,1,1,1,False,1680,6,18,1,0,,,,0
8dd508a5445124dfc637a41c77966b8f5bf190af,"SOLR-5507: Admin UI - Refactoring using AngularJS

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1661606 13f79535-47bb-0310-9956-ffa450edef68",Erick Erickson,50791,0,50,False,184,0,5,7,12364,0.6042140133276839,0.696390739956088,0.8016640345133085,0
9b112b58d4319658568d44d091ab3beb9def3db8,"adding bwc test indexes for 5.0.0

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1661609 13f79535-47bb-0310-9956-ffa450edef68",Ryan Ernst,4,2,4,False,73,0,6,2,193,,,,0
7b03d6082ffdb2e63c1c7a3669ef611b53d3385a,"Add moreterms and dvupdates indices for backward-compatibility tests.


git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1661622 13f79535-47bb-0310-9956-ffa450edef68",Adrien Grand,3,4,5,False,381,0,9,1,156,,,,0
efc99d6799427374f07ed738a307e159a2815dbd,"LUCENE-6277: Allow Ivy resolutionCacheDir to be overridden by system property.

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1661681 13f79535-47bb-0310-9956-ffa450edef68",Mark Robert Miller,2,1,2,False,1681,0,14,1,0,,,,0
a43ebd687051c14349e0d8b84f1b9d1e6c68015b,"SOLR-7142: Fix TestFaceting.testFacets

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1661685 13f79535-47bb-0310-9956-ffa450edef68",Shalin Shekhar Mangar,11,18,2,False,779,0,14,2,50,1.0,0.0,0.0,0
0c078aaf4d5ccd980d6522080a36ce8e59d760f8,"LUCENE-6281: Removed slow collation support.


git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1661720 13f79535-47bb-0310-9956-ffa450edef68",Adrien Grand,4,684,6,False,382,0,17,3,0,0.313915857605178,0.28802588996763756,0.1650485436893204,0
b03688ebee4d20018023336b051278de63c7101f,"LUCENE-6275: Use ConjunctionDISI in SloppyPhraseScorer.


git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1661727 13f79535-47bb-0310-9956-ffa450edef68",Adrien Grand,47,112,4,False,383,0,17,2,123,1.0,0.0,0.10526315789473684,0
acbba205a716b977893f454c9d2e9dcbbfb36a2d,"Fix problems with changes2html.pl, mostly to do with marking things as attributions when they shouldn't be, or not when they should; and fixup formatting issues in lucene/CHANGES.txt and solr/CHANGES.txt

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1661772 13f79535-47bb-0310-9956-ffa450edef68",Steven Rowe,46,34,3,False,792,0,20,3,0,,,,0
992abbeff1e44bad675918c0ed82d26986228895,"LUCENE-6246: simplify flags for PostingsEnum

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1661822 13f79535-47bb-0310-9956-ffa450edef68",Ryan Ernst,37,43,15,False,74,1,0,11,1612,,,,0
5c2a84f0fa0f20c0c536d21caa20f4f4265923d5,"LUCENE-6277: Revert for a moment.

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1661826 13f79535-47bb-0310-9956-ffa450edef68",Mark Robert Miller,1,2,2,False,1682,1,0,1,0,,,,0
612e4544efabd3bd280726944ab15f046d4a9a24,"fix test bug

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1661836 13f79535-47bb-0310-9956-ffa450edef68",Robert Muir,2,0,1,False,3266,1,3,1,37,0.0,0.0,1.0,0
2cd3fb807daf7a82d71c2ffeb44c75e2bd0814fc,"LUCENE-6286: Removed IndexSearcher methods that take a Filter object.


git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1662059 13f79535-47bb-0310-9956-ffa450edef68",Adrien Grand,759,864,124,False,384,1,17,47,5486,0.0,0.12195121951219512,1.0,0
d59b1e944a3b5461d1862598a048a6b676e5de1a,"LUCENE-6246: fix missed checks on PostingsEnum.POSITIONS

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1662129 13f79535-47bb-0310-9956-ffa450edef68",Ryan Ernst,6,6,5,False,75,1,22,4,999,,,,0
5a409e6ed4be788345ccb5b6e14e380334b2424f,"LUCENE-6292: seed StringHelper better

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1662141 13f79535-47bb-0310-9956-ffa450edef68",Robert Muir,28,11,2,False,3267,2,0,2,40,1.0,1.0,1.0,0
b76cc37e61edf51d6ed01689779b68639c163393,"LUCENE-6271: start a branch for heavy lifting


git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/branches/lucene6271@1662155 13f79535-47bb-0310-9956-ffa450edef68",Ryan Ernst,0,0,0,False,76,2,1,0,0,,,,0
a411d8af6cd1198d6d73bb7a7bb9d4747faabc08,"LUCENE-6271: initial patch, postings() funcs switched over to not return null, callers marked with nocommits that check against null

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/branches/lucene6271@1662157 13f79535-47bb-0310-9956-ffa450edef68",Ryan Ernst,76,93,30,False,77,2,1,18,4538,0.3870967741935484,0.8064516129032258,1.0,0
7e060ae68876f6aaf814069fa845531458906210,"SOLR-7116: Distrib facet refinement shouldn't re-compute other facet types

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1662167 13f79535-47bb-0310-9956-ffa450edef68",David Wayne Smiley,86,85,2,False,247,2,4,2,235,1.0,1.0,0.0,0
caf903724293844c785eebc4260ec210e65c39ff,"SOLR-7156: Fix test failures due to resource leaks on windows

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1662174 13f79535-47bb-0310-9956-ffa450edef68",Shalin Shekhar Mangar,33,16,3,False,780,2,7,3,72,0.2,0.2,1.0,0
732f9aeecc0d0a329b49360a4bc36f7740c0ce6b,"SOLR-7145: SolrRequest is now parametrized by its response type

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1662198 13f79535-47bb-0310-9956-ffa450edef68",Alan Woodward,162,173,17,False,83,2,11,7,840,0.0,0.0,0.0,0
822068e56bfe0b8495e98c9a1d2d33e999f69519,"LUCENE-6290: Make the filter -> query migration less trappy.


git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1662203 13f79535-47bb-0310-9956-ffa450edef68",Adrien Grand,113,4,6,False,385,2,12,4,166,0.0,1.0,1.0,0
8e0ce8dd0ba6a8cafa4ca740bfffd93635d83460,"SOLR-7158: Fix zk upload on Windows systems

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1662205 13f79535-47bb-0310-9956-ffa450edef68",Alan Woodward,12,3,2,False,84,2,12,2,17,1.0,1.0,0.0,0
6ae36bc6e937882af566201ef8258333f68bbf37,"SOLR-7147: Introduce new TrackingShardHandlerFactory for monitoring what requests are sent to shards during tests

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1662209 13f79535-47bb-0310-9956-ffa450edef68",Shalin Shekhar Mangar,501,53,7,False,781,2,13,6,81,0.6736111111111112,0.9166666666666666,1.0,0
dfd94b518ac4bb933760987ad74f4ab3b63912e7,"LUCENE-6227: Fix explanations of FILTER clauses.


git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1662218 13f79535-47bb-0310-9956-ffa450edef68",Adrien Grand,37,5,2,False,386,2,14,2,150,0.8571428571428571,0.8571428571428571,1.0,0
c5507b0c217f6ef831369431fa9ca8e6e4644967,"SOLR-7160: Decouple CoreContainer config from xml representation

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1662232 13f79535-47bb-0310-9956-ffa450edef68",Alan Woodward,1346,1077,32,False,85,2,14,11,2198,0.022598870056497175,0.2033898305084746,0.7457627118644068,0
7642c8fa3baf0fa2d049d64fc511af8203b919f3,"SOLR-7160: CHANGES.txt entry

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1662235 13f79535-47bb-0310-9956-ffa450edef68",Alan Woodward,3,0,1,False,86,2,14,1,0,,,,0
0e505bcc00eff8b24b0b780c9eaf161f9190c00e,"LUCENE-6289: Replace DocValuesRangeFilter with DocValuesRangeQuery.


git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1662244 13f79535-47bb-0310-9956-ffa450edef68",Adrien Grand,520,237,12,False,387,2,15,5,265,0.3218390804597701,0.29310344827586204,0.9310344827586207,0
8cfb3a9398a2758f4354e063097c536d0c5f2727,"LUCENE-6238: minimize tests.policy

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1662254 13f79535-47bb-0310-9956-ffa450edef68",Robert Muir,158,70,7,False,3268,2,16,6,49,,,,0
0d19e1da43977fa75410e3d9a0cbf86d760b4494,"changes-to-html: fix for missing 2.0.0 release date in Lucene CHANGES (and other X.0.0 releases)

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1662286 13f79535-47bb-0310-9956-ffa450edef68",Steven Rowe,3,1,1,False,793,2,17,1,0,,,,0
c5e207ae356fa85077cd4e2036d89168684492da,"LUCENE-6238: add policy oddity to trunk too

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1662293 13f79535-47bb-0310-9956-ffa450edef68",Robert Muir,2,0,1,False,3269,2,18,1,0,,,,0
0096d32bc27e133c3fb03709d43c9eb5fe9a74eb,"SOLR-7147: Handle multiple replicas correctly in getShardRequests

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1662300 13f79535-47bb-0310-9956-ffa450edef68",Shalin Shekhar Mangar,14,10,1,False,782,2,20,1,28,0.0,1.0,0.0,0
563c9da6066a7f7cf67615b3289b720ddb45c6bc,"LUCENE-6238: Remove access to sun.misc package from static <clinit> code.

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1662317 13f79535-47bb-0310-9956-ffa450edef68",Uwe Schindler,22,30,2,False,1542,2,22,1,132,1.0,0.0,0.0,0
00ab5bacc6d3646ff0d545e4241c163645ea8598,"improve specificity of error messages

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1662320 13f79535-47bb-0310-9956-ffa450edef68",Michael McCandless,9,4,1,False,2782,2,22,1,73,1.0,1.0,0.0,0
f2c9067e59b81b3dea7903315431babcd2506167,"SOLR-7113: Multiple calls to UpdateLog#init is not thread safe with respect to the HDFS FileSystem client object usage.

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1662324 13f79535-47bb-0310-9956-ffa450edef68",Mark Robert Miller,219,47,7,False,1683,2,23,4,634,0.37662337662337664,0.5064935064935064,1.0,0
f5c7d90d2fb56aaa004466ce34638b7caef6056b,"LUCENE-6297: make sure default LogByteSizeMP.getMaxMergeMBForForcedMerge is > 0.0

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1662325 13f79535-47bb-0310-9956-ffa450edef68",Michael McCandless,5,0,2,False,2783,2,23,2,10,1.0,1.0,1.0,0
08266a72ed033277b10356ad92d6c9f04945f60c,"LUCENE-6238: the resourcebundle stuff happening here can cause problems in some configs (e.g. OS X 10.10.x)

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1662341 13f79535-47bb-0310-9956-ffa450edef68",Robert Muir,2,0,1,False,3270,3,0,1,0,,,,0
47662fff6031f5c6405c30d0dc34291c08b7a6ed,"SOLR-7164: BBoxFieldType defaults sub fields to not-stored

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1662355 13f79535-47bb-0310-9956-ffa450edef68",Ryan McKinley,35,2,4,False,633,3,4,4,62,0.05555555555555555,1.0,0.5555555555555556,0
5eda9e0c773a3fb5defae5bfefca91267e4eb75a,"SOLR-7164: fix README for BBoxFieldType

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1662357 13f79535-47bb-0310-9956-ffa450edef68",Ryan McKinley,1,3,3,False,634,3,5,3,62,0.0,0.0,0.5,0
936aa1dcfc914043e90c4a0ef157374f7e3616cb,"SOLR-7128: Two phase distributed search is fetching extra fields in GET_TOP_IDS phase

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1662366 13f79535-47bb-0310-9956-ffa450edef68",Shalin Shekhar Mangar,184,51,3,False,783,3,6,3,254,0.0,0.0,0.725,0
7cf4eedf59190e451066361a98dcc49687793121,"SOLR-7164: Fix failing TestSolr4Spatial by closing SolrCore

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1662368 13f79535-47bb-0310-9956-ffa450edef68",Shalin Shekhar Mangar,8,5,1,False,784,3,6,1,37,1.0,1.0,1.0,0
3ec9440e945470992aaf68790c6b227d5d91a875,"LUCENE-6293: Fixed TimSorter bug.


git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1662410 13f79535-47bb-0310-9956-ffa450edef68",Adrien Grand,146,1,3,False,388,3,10,3,94,0.16666666666666666,0.8095238095238095,0.8095238095238095,0
ed358ad9ad0423d3f12c43349e4aacdad681fef9,"LUCENE-6291: Rename TwoPhaseDocIdSetIterator to TwoPhaseIterator.


git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1662414 13f79535-47bb-0310-9956-ffa450edef68",Adrien Grand,69,69,18,False,389,3,10,4,522,,,,0
f511424d43d55786bfd30bc0844d859e9c226270,"SOLR-7130: Make stale state notification work without failing the requests

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1662439 13f79535-47bb-0310-9956-ffa450edef68",Noble Paul,74,39,5,False,428,3,13,5,547,0.0,0.0,0.0,0
46ede7622e42d9acfe1f3213c2391add9ad8c1fa,"SOLR-7166: Encapsulate JettySolrRunner config

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1662449 13f79535-47bb-0310-9956-ffa450edef68",Alan Woodward,432,181,19,False,87,3,14,13,1338,0.6984126984126984,1.0,1.0,0
09a0dcb6c64b2da332911f58b10052f12d147e58,"SOLR-7139: Fix SolrContentHandler for TIKA to ignore multiple startDocument events

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1662457 13f79535-47bb-0310-9956-ffa450edef68",Uwe Schindler,40,33,2,False,1543,3,14,2,59,0.0,0.0,0.0,0
3347d644d415e444a184db7c929b44adf6c5ea50,"Typo

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1662460 13f79535-47bb-0310-9956-ffa450edef68",Uwe Schindler,1,1,1,False,1544,3,14,1,0,,,,0
9d49ce79e7adf9d44cf9c52c34a0bcf2982366a5,"best effort support this reading out of sandbox

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1662465 13f79535-47bb-0310-9956-ffa450edef68",Robert Muir,4,0,1,False,3271,3,14,1,0,,,,0
855c5cb1c4e8b3eb275f40bfee06a5caad19820a,"LUCENE-6299: make branch

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/branches/lucene6299@1662503 13f79535-47bb-0310-9956-ffa450edef68",Michael McCandless,0,0,0,False,2784,3,17,0,0,,,,0
4e53fae38e993fad0c8a5466e1e0c6121d49ad5f,"LUCENE-6299: commit rob's last patch

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/branches/lucene6299@1662504 13f79535-47bb-0310-9956-ffa450edef68",Michael McCandless,416,129,24,False,2785,3,17,11,2618,0.20903954802259886,0.5480225988700564,1.0,0
bd44478442330753922dec576a7efe94faee173b,"SOLR-7168:TestSolrConfigHandler  failure ,Could not remove the following files

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1662541 13f79535-47bb-0310-9956-ffa450edef68",Noble Paul,4,3,1,False,429,3,19,1,124,,,,0
7a5162c8b3c008d183bff2c1b97b6e24cf1f0f24,"LUCENE-6299: fix deleteAll to deduct from pendingNumDocs more carefully; fix addIndexes to do best-effort check up front and only reserve for real just before changing SIS

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/branches/lucene6299@1662544 13f79535-47bb-0310-9956-ffa450edef68",Michael McCandless,214,26,4,False,2786,3,19,2,856,0.0718954248366013,0.6862745098039216,1.0,0
925ad53f9742a339406a26f6f4d9054555b11fd0,"SOLR-7130: formatting mistakes

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1662546 13f79535-47bb-0310-9956-ffa450edef68",Noble Paul,12,12,1,False,430,3,19,1,204,,,,0
63a6080c82b258e2cae89427ed139e868af8b63f,"SOLR-7130: remove the special entry from response after reading, so that tests don't see them

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1662554 13f79535-47bb-0310-9956-ffa450edef68",Noble Paul,3,0,1,False,431,3,19,1,204,0.0,0.0,0.0,0
ec843c6e0ad38c7f75188e1bb1b01741112459ed,"LUCENE-6298: SimpleQueryParser returns empty query rather than null for empty query

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1662564 13f79535-47bb-0310-9956-ffa450edef68",Robert Muir,22,13,3,False,3272,3,20,3,166,1.0,1.0,1.0,0
62130ae70ceccfb395052446cdb32a44c7fc23ac,"LUCENE-6299: IndexWriter was failing to enforce the 2.1 billion doc limit in one index

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1662571 13f79535-47bb-0310-9956-ffa450edef68",Michael McCandless,624,146,0,True,2787,3,21,0,0,,,,0
6c84653e0805ad693b65da048b883646065c595f,"remove the hack to get the DIH handler name

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1662663 13f79535-47bb-0310-9956-ffa450edef68",Noble Paul,5,12,1,False,432,4,11,1,47,1.0,0.0,0.0,0
d7eefdd7a7dd174f244fdc6e1250249ce1e45dde,"SOLR-7151: SolrClient query methods throw IOException

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1662670 13f79535-47bb-0310-9956-ffa450edef68",Alan Woodward,88,91,25,False,88,4,12,14,1472,0.25,1.0,0.0,0
60d117b7cb664c382019d40d165257d2a899f631,"SOLR-7151: CHANGES.txt attribution

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1662671 13f79535-47bb-0310-9956-ffa450edef68",Alan Woodward,1,1,1,False,89,4,12,1,0,,,,0
0a169719c7db6cce410001c0389f27ee74bda286,"SOLR-7168: Test failure :Could not remove the files in windows

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1662677 13f79535-47bb-0310-9956-ffa450edef68",Noble Paul,4,5,1,False,433,4,13,1,124,1.0,0.0,1.0,0
e98b031bda5df7b63298c7b79ce04bd24e79af9d,"LUCENE-6001: DrillSideways hits NullPointerException for some BooleanQuery searches

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1662681 13f79535-47bb-0310-9956-ffa450edef68",Michael McCandless,67,9,3,False,2788,4,14,3,246,0.0,0.7878787878787878,0.7878787878787878,0
544f5bf1e7b71e3816d17e4f6c8204aef79733c8,"LUCENE-6300: Remove multi-term filters.


git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1662682 13f79535-47bb-0310-9956-ffa450edef68",Adrien Grand,570,1811,74,False,390,4,14,30,2218,0.6087786259541985,0.0,0.1183206106870229,0
3cf40619ca031d8beee5cf65dbcabbff910785cb,"SOLR-7128: Make sure fields aren't duplicated in shard requests

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1662729 13f79535-47bb-0310-9956-ffa450edef68",Shalin Shekhar Mangar,53,25,3,False,785,4,15,3,257,0.0,0.3333333333333333,0.5555555555555556,0
5f45083f676b3f46b3f9f2125c5c9e2083565d65,"LUCENE-6001: null check was backwards

git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1662733 13f79535-47bb-0310-9956-ffa450edef68",Michael McCandless,1,1,1,False,2789,4,15,1,101,,,,0
60ecddfb9ef9dfbd783909bf28a68899cd7b057f,"LUCENE-6294: Generalize how IndexSearcher parallelizes collection execution.


git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1662751 13f79535-47bb-0310-9956-ffa450edef68",Adrien Grand,178,53,4,False,391,4,17,3,71,0.0,1.0,1.0,0
e4d88cab5cafaabce803cf3df9d8b2331bc18f7f,"LUCENE-6303: CachingWrapperFilter -> CachingWrapperQuery, FilterCache -> QueryCache and added caching to IndexSearcher.


git-svn-id: https://svn.apache.org/repos/asf/lucene/dev/trunk@1662774 13f79535-47bb-0310-9956-ffa450edef68",Adrien Grand,1584,1319,48,False,392,4,18,17,1971,0.6739130434782609,0.08695652173913043,1.0,0
